title,genre,producer,country,year,rating_url
"Севильский цирюльник (фильм, 1904)",Драма (жанр),Жорж Мельес,Франция,1904,https://www.imdb.com/title/tt0228051/
Свидание по объявлению,Кинокомедия,"Коллинс, Альфред (страница отсутствует)",Флаг Франции,1904,
Нервный Нат целует невесту,Комедия,Эдвин Портер,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0477345/
Невероятное путешествие,Кинокомедия,"Мельес, Жорж",Франция,1904,https://www.imdb.com/title/tt0000499/
"Мститель, или Прогоревшая ставка",Драма (жанр),,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0231201/
"История одной любви (фильм, 1904)",Драма (жанр),"Нонге, Люсьен",Франция,1904,https://www.imdb.com/title/tt0231151/
Житель пригорода,Комедия,Уоллес Маккатчен,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0232725/
Европейское лечение,,Эдвин Стэнтон Портер,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0231549/
"Большое ограбление поезда (фильм, 1904)",Вестерн,Зигмунд Любин,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0000487/
Бывший каторжник (фильм),Драма (жанр),Эдвин Портер,Соединённые Штаты Америки,1904,https://www.imdb.com/title/tt0445359/
The Gordon Sisters Boxing,Боевик (жанр),,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0335124/
Boxing in Barrels,Комедия,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0348556/
Arrival of Tongkin Train,Документальный фильм,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0361314/
An Affair of Honor,Драматический фильм,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0231096/
Что случилось на 23-й улице в Нью-Йорке,Комедия,Джордж Флеминг,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0312017/
Scrooge; or Marley's Ghost,Драма (жанр),Уолтер Буф,Великобритания,1901,https://www.imdb.com/title/tt0000370/
Band and Battalion of the U.S. Indian School,Документальный фильм,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0348537/
Через замочную скважину,,Фернан Зекка,Франция,1901,https://www.imdb.com/title/tt0258003/
"Синяя борода (фильм, 1901)",Фэнтези,Жорж Мельес,Франция,1901,https://www.imdb.com/title/tt0131934/
Уничтожение салуна в Канзасе,Комедия,Эдвин Портер,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0231868/
"Ужасный Тедди, король Гриззли",Биографический фильм,Эдвин Портер,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0248534/
Человек с резиновой головой,Фантастика,Жорж Мельес,Франция,1901,https://www.imdb.com/title/tt0000359/
Пожар (фильм),Драма (жанр),"Уильямсон, Джеймс (кинорежиссёр)",Великобритания,1901,https://www.imdb.com/title/tt0000355/
Странные дислокации,Кинокомедия,"Мельес, Жорж",Франция,1901,https://www.imdb.com/title/tt0223146/
Подводная драма,Фэнтези,Фернан Зекка,Франция,1901,https://www.imdb.com/title/tt0199477/
Westinghouse Works,,,,,
Неожиданный нокаут,,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0288277/
Конец Бриджит Маккин,,,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0231589/
Освоение воздуха,Фэнтези,Фернан Зекка,Франция,1901,https://www.imdb.com/title/tt0199425/
"Красная Шапочка (фильм, 1901)",Немой кинематограф,"Мельес, Жорж",,1901,https://www.imdb.com/title/tt0000368/
"Камо грядеши? (фильм, 1901)",Немой кинематограф,Фернан Зекка,Франция,1901,https://www.imdb.com/title/tt0247646/
Кадры инаугурации президента Мак-Кинли,Документальный фильм,Томас Эдисон,,,https://www.imdb.com/title/tt0272253/
Любовь при лунном свете,Фэнтези,Эдвин Портер,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0348668/
"История одного преступления (фильм, 1901)",Драма (жанр),"Зекка, Фернан",Франция,1901,https://www.imdb.com/title/tt0000358/
Идиллия в туннеле,Немой кинематограф,Фернан Зекка,Франция,1901,https://www.imdb.com/title/tt0451450/
Буря в спальне,Фэнтези,"Зекка, Фернан",Франция,1901,https://www.imdb.com/title/tt0369468/
Другая работа для Андертейкера,Кинофантастика,Эдвин Стэнтон Портер,,1901,https://www.imdb.com/title/tt0000346/
Дилемма художника,Фантастика,Эдвин Стэнтон Портер,Соединённые Штаты Америки,1901,https://www.imdb.com/title/tt0196346/
